,Unnamed: 0,GENERATOR,UNIT,PLANT_ID,PNODE,ISO,CLUSTER,RETIRED_DATE,FUEL,new_gas_multiplier,new_gas_intercept,F1-score,R-squared,nat_gas_coeffs_exist
575,484,ZEELAND  2G2,2A,55087,CONS.ZEELAND2A,miso,ZEELAND,,NG,4.826245999085505,2.831275720164608,0.9210317653813394,,1
576,485,ZEELAND  G1A,1A,55087,CONS.ZEELAND2A,miso,ZEELAND,,NG,11.048468221307727,-2.831275720164609,0.7935762417640503,,1
577,486,ZEELAND  G1B,1B,55087,CONS.ZEELAND2A,miso,ZEELAND,,NG,11.048468221307727,-2.867855509830819,0.7740760348137035,,1
578,487,ZEELAND  G2B,2B,55087,CONS.ZEELAND2A,miso,ZEELAND,,NG,4.998171010516689,2.326474622770918,0.9317524107724676,,1
579,488,ZEELAND  G2C,2C,55087,CONS.ZEELAND2A,miso,ZEELAND,,NG,4.676268861454046,3.281207133058984,0.9314242288644629,,1
580,489,ZEELX    GEN1-2-7-11,"1, 10, 11, 2, 7, 8, 9",1867,CONS.MPPA,miso,ZEELX,,NG,8.850022862368542,-8.35482395976223,1.0,,0
581,490,CHRISTIA GEN-2,02,55391,ALTE.ROCKGEN2,miso,CHRISTIA,,NG,9.720621856424325,8.907178783721994,0.5183483234132514,,1
582,491,CHRISTIA GEN-3,03,55391,ALTE.ROCKGEN3,miso,CHRISTIA,,NG,9.563328760859624,7.978052126200275,0.5995326716489152,,1
583,492,COW      CONCECO,GEN1,10789,EES.CONCSUP,miso,COW,,NG,7.664837677183356,-8.793781435756744,0.9010970061902775,,0
584,493,COW      CONCPK,GEN3,10789,EES.CONCSUP,miso,COW,,NG,9.0,0.0,1.0,,0
585,494,COW      CONCSUP,GEN3,10789,EES.CONCSUP,miso,COW,,NG,7.518518518518518,-6.518518518518519,0.4739066995844344,,0
586,495,COW      MKTUNIT,GEN3,10789,EES.CONCSUP,miso,COW,,NG,7.664837677183356,-8.793781435756744,0.9983339124626424,,0
587,502,DEP      DELTA4,DEPST,63259,CONS.LANS.ARR,miso,"CANAL_5,DEP,ERICKSON,ECKERT,REOTOWN",,NG,4.965249199817101,-8.340192043895748,0.8770312384660417,,1
588,503,DOWMTR   DOWCHEM,G500,55419,EES.DOWCHEMSUP,miso,DOWMTR,,NG,7.661179698216735,-10.17283950617284,0.9993631042595122,,0
589,505,DOWMTR   DOWCHEM-GT500,G500,55419,EES.DOWCHEM,miso,DOWMTR,,NG,9.0,0.0,1.0,,0
590,506,DOWMTR   DOWCHEM-GT600,G600,55419,EES.DOWCHEM,miso,DOWMTR,,NG,9.0,0.0,1.0,,0
591,507,DOWMTR   DOWCHEM-GT700,G700,55419,EES.DOWCHEM,miso,DOWMTR,,NG,9.0,0.0,1.0,,0
592,508,DOWMTR   DOWCHEM-GT800,G800,55419,EES.DOWCHEM,miso,DOWMTR,,NG,9.0,0.0,1.0,,0
593,509,DOWMTR   DOWCHEM-ST5,ST5,55419,EES.DOWCHEM,miso,DOWMTR,,NG,9.0,0.0,1.0,,0
594,510,DOWMTR   DOWCHEMECO,G600,55419,EES.DOWCHEMSUP,miso,DOWMTR,,NG,7.661179698216735,-10.17283950617284,0.997248682348544,,0
595,511,DOWMTR   DOWCHEMSUP,G800,55419,EES.DOWCHEMSUP,miso,DOWMTR,,NG,7.661179698216735,-10.17283950617284,0.94482738023043,,0
596,512,EVRGRN   MKT_UNIT,"X773, X774, X775",55051,EES.AXLPLQ,miso,EVRGRN,,NG,6.775948788294468,-6.551440329218107,0.9511743126805274,,0
597,513,FORMOS   G2,GT2,54518,EES.FORMOSA_BR,miso,"ENCO,ESSO,EXXON,FORMOS,LST",,NG,9.0,0.0,1.0,,0
598,514,FORMOS   G3,GT3,54518,EES.FORMOSA_BR,miso,"ENCO,ESSO,EXXON,FORMOS,LST",,NG,9.0,0.0,1.0,,0
599,515,FORMOS   S2,ST2,54518,EES.FORMOSA_BR,miso,"ENCO,ESSO,EXXON,FORMOS,LST",,NG,9.0,0.0,1.0,,0
600,516,FORMOS   MKT_UN,ST2,54518,EES.FORMOSA_BR,miso,"ENCO,ESSO,EXXON,FORMOS,LST",,NG,7.236854138088706,-8.040237768632831,0.9474887023505628,,0
601,517,FRONTR   UN1,GTG1,55062,EES.FRONT_TX3,miso,FRONTR,,NG,5.996799268404207,-2.7654320987654324,0.7536908238669459,,0
602,518,FRONTR   UN2,GTG2,55062,EES.FRONT_TX3,miso,FRONTR,,NG,2.0900777320530404,11.237311385459533,0.7052014655577404,,0
603,519,FRONTR   UN3,GTG3,55062,EES.FRONT_TX3,miso,FRONTR,,NG,3.937357110196615,9.854595336076816,0.6614687619170656,,0
604,523,KAC      ISPP,FT81,55836,WEC.KAC_ISPP,miso,KAC,,NG,13.97119341563786,11.665294924554184,0.4531298624027289,,0
605,524,MQTSTM   G11,MEC1,60559,MIUP.MARQ,miso,MQTSTM,,NG,5.722450845907636,11.054412437128486,0.5812443243499971,,0
606,525,MQTSTM   G21,MEC2,60559,MIUP.MARQ,miso,MQTSTM,,NG,9.0,-10.633744855967077,0.9999123343008948,,0
607,526,MQTSTM   G31,MEC3,60559,MIUP.MARQ,miso,MQTSTM,,NG,8.133058984910837,8.36213991769547,0.6153358797608763,,0
608,529,PUTTYG   BLUEWATER_ST1,1S,62192,DECO.BWECST12,miso,"PUTTYG,STCLAIR3",,NG,9.749885688157294,-2.227709190672154,0.6697999464508163,,1
609,531,PUTTYG   BWECSTG1,1S,62192,DECO.BWECSTG1,miso,"PUTTYG,STCLAIR3",,NG,4.665294924554184,-3.478737997256516,0.8136009755708522,,1
610,534,SLAK     SLAK_R1,R1,1206,ALTW.SLAK_R3,miso,SLAK,,NG,9.903520804755372,9.89483310470965,0.6587443943992889,,0
611,535,SLAK     SLAK_R2,R2,1206,ALTW.SLAK_R3,miso,SLAK,,NG,9.874256973022405,9.909465020576132,0.7060788143020236,,0
612,536,SLAK     SLAK_R3,R3,1206,ALTW.SLAK_R3,miso,SLAK,,NG,9.903520804755372,9.89483310470965,0.6780099604342096,,0
613,539,STCHAR   ST_MKT1,1C,60926,EES.JWL_ST2,miso,STCHAR,,NG,3.812985825331504,-0.3036122542295382,0.934081948552868,,1
614,540,STCHAR   ST_MKT2,1C,60926,EES.JWL_ST2,miso,STCHAR,,NG,3.812985825331504,-0.3036122542295382,0.9049071891787972,,1
615,541,STHSID   G31,GN31,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
616,542,STHSID   G32,GN32,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
617,543,STHSID   G33,GN33,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
618,544,STHSID   G34,GN34,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
619,545,STHSID   G35,GN35,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
620,546,STHSID   G41,GN41,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
621,547,STHSID   G42,GN42,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
622,548,STHSID   G43,GN43,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
623,549,STHSID   G44,GN44,50973,EES.MOTIVA_GEN,miso,STHSID,,NG,9.0,0.0,1.0,,0
624,551,STOUT    STO7,7,990,IPL.16STOU7O7,miso,STOUT,,NG,3.670324645633287,-0.8010973936899862,0.8124695523397549,,1
625,552,TATLYLE  TATE_BTM,GTG01,64854,CIN.WABASL.ARR,miso,TATLYLE,,NG,8.422039323273891,-6.068587105624143,0.9957707058785162,,0
626,553,WATERMA2 DL11,11-1,1728,DECO.DLRYP12,miso,"RIVERROU,WATERMA2",,NG,17.03657978966621,11.65797896662094,0.3886615915284127,,0
627,554,WATERMA2 DL21,12-1,1728,DECO.DLRYP12,miso,"RIVERROU,WATERMA2",,NG,13.287151348879744,11.398262459990857,0.3734292024278166,,0
628,555,BENNDALE U1,BENU1,2068,SME.BENN_R_U1,miso,BENNDALE,,NG,5.162780064014632,10.91906721536351,0.7521384617270189,,0
629,556,BENNDALE U2,BENU2,2068,SME.BENN_R_U2,miso,BENNDALE,,NG,7.438042981252858,5.234567901234569,0.7185204223246032,,0
630,557,CARVIL   GA_MKT,STG,55404,EES.CARV_A,miso,CARVIL,,NG,7.664837677183356,-9.470507544581617,0.9951874978952464,,0
631,558,CARVIL   GBC_MKT,"CTG1, CTG2",55404,EES.CARV_BC,miso,CARVIL,,NG,8.176954732510287,-0.7352537722908093,0.7759012088791057,,0
632,561,EXXMOB   MKTUNIT,"TG41, TG42, TG43",50625,EES.EXXOBMT,miso,EXXMOB,,NG,7.653863740283493,-5.574759945130316,0.9999103126195892,,0
633,562,EXPLR    ST,STG-1,62289,DECO.SLOCMP11,miso,EXPLR,,NG,9.0,0.0,1.0,,0
634,563,EXXON    MKTUNIT,CTG1,10690,EES.EXXON,miso,"ENCO,ESSO,EXXON,FORMOS,LST",,NG,6.775948788294468,-6.620941929583905,0.9592278306398044,,0
635,565,HOOKER_E MKTUNIT,"CT1, CT2, CT3, ST1",55089,EES.TAFTCOGEN,miso,"HOOKER_E,UNCARB,WATERF",,NG,7.972107910379515,-10.992226794695933,0.9463102245688824,,0
636,566,HUNTER2  5,"10, 11, 5, 6, 7, 8, 9",6558,CLEC.HUNTER5,miso,HUNTER2,,NG,7.686785550983082,8.669410150891629,0.7184015712792473,,0
637,569,MONTPS   ST_MKT1,1C,60925,EES.MTCPS_ST1,miso,MONTPS,,NG,5.140832190214907,-1.1888431641518065,0.9231942754898684,,1
638,570,MONTPS   ST_MKT2,1C,60925,EES.MTCPS_ST1,miso,MONTPS,,NG,5.481024234110654,-2.447187928669411,0.9201727612393038,,1
639,571,MONTPS   CT_1A,1A,60925,EES.MTCPS_CT1,miso,MONTPS,,NG,5.162780064014632,-1.3022405121170555,0.9236557622154408,,1
640,572,MONTPS   CT_1B,1B,60925,EES.MTCPS_CT2,miso,MONTPS,,NG,5.481024234110654,-2.4764517604023784,0.920488873657879,,1
641,573,NOPS     G1,1,60928,EES.NOPS_1,miso,NOPS,,NG,8.092821216278006,5.903978052126201,0.6262345497558053,,1
642,574,NOPS     G2,1,60928,EES.NOPS_2,miso,NOPS,,NG,6.432098765432098,10.659350708733424,0.6469283812053441,,1
643,575,NOPS     G3,1,60928,EES.NOPS_3,miso,NOPS,,NG,8.012345679012345,3.171467764060356,0.6151869301636024,,1
644,576,NOPS     G4,1,60928,EES.NOPS_4,miso,NOPS,,NG,5.546867855509831,10.655692729766804,0.6521457801403016,,1
645,577,NOPS     G5,1,60928,EES.NOPS_5,miso,NOPS,,NG,7.467306812985825,6.518518518518517,0.6040177044718545,,1
646,578,NOPS     G6,1,60928,EES.NOPS_6,miso,NOPS,,NG,8.008687700045725,3.1824417009602195,0.6053301859456446,,1
647,579,NOPS     G7,1,60928,EES.NOPS_7,miso,NOPS,,NG,8.11111111111111,5.048010973936899,0.6436770375311947,,1
648,582,VFWPRK   MKT_UN,UN2,55122,EES.BASFVFW,miso,VFWPRK,,NG,7.664837677183356,-7.531778692272521,0.9248972286967756,,0
649,585,WODSTK   MKT_UN,GEN1,10319,EES.GEISMAR,miso,WODSTK,,NG,7.368541380887059,-8.413351623228166,0.9390939702672452,,0
650,586,WODSTK   OFFSET_UN,GEN2,10319,EES.GEISMAR,miso,WODSTK,,NG,3.641060813900319,11.928669410150892,0.523537753251763,,0
651,587,BELHEL   T1,GEN2,10319,EES.GEISMAR,miso,WODSTK,,NG,11.995884773662551,-10.94101508916324,0.4743649417666619,,0
652,588,BELHEL   T2,GEN2,10319,EES.GEISMAR,miso,WODSTK,,NG,5.985825331504344,-1.0096021947873803,0.9390327949894964,,0
653,590,WRVRSIDE WRIVS_ST1_1,STG2,64020,ALTE.WRIVS_ST1,miso,WRVRSIDE,,NG,7.533150434385002,-9.755829903978054,0.878544756320926,,1
654,591,WRVRSIDE WRIVS_ST1_2,STG2,64020,ALTE.WRIVS_ST2,miso,WRVRSIDE,,NG,7.518518518518518,-9.79240969364426,0.9003556840356625,,1
655,592,WRVRSIDE WRIVS_CT1,CTG3,64020,ALTE.WRIVS_CT1,miso,WRVRSIDE,,NG,7.233196159122085,-8.819387288523092,0.8772837886323817,,1
656,593,WRVRSIDE WRIVS_CT2,CTG4,64020,ALTE.WRIVS_CT2,miso,WRVRSIDE,,NG,6.969821673525377,-8.427983539094651,0.8992927680411362,,1
657,594,ENCO     MKTUNIT,"1A, 2A, 3A",1391,EES.ENCO,miso,"ENCO,ESSO,EXXON,FORMOS,LST",,NG,7.533150434385002,-8.92912665752172,0.9292940165000124,,1
658,595,ESSO     MKTUNIT,5A,1391,EES.ESSO,miso,"ENCO,ESSO,EXXON,FORMOS,LST",,NG,7.631915866483768,-9.525377229080933,0.9783153869035158,,1
659,598,UNCARB   UCB,ST1,55089,EES.UCB,miso,"HOOKER_E,UNCARB,WATERF",,NG,7.661179698216735,-9.218106995884776,0.9617415268210284,,0
660,600,UNCARB   UCBSUP,ST1,55089,EES.UCBSUP,miso,"HOOKER_E,UNCARB,WATERF",,NG,6.300411522633745,-2.01920438957476,0.9229112604221502,,0
661,601,MORRO_SM CT1,MOR2,6061,SME.MOR_CTG1,miso,MORRO_SM,,NG,3.666666666666666,-2.3264746227709194,0.8063550067659695,,1
662,602,MORRO_SM ST1,MOR1,6061,SME.MOR_STG1,miso,MORRO_SM,,NG,3.666666666666666,-2.3264746227709194,0.7903670715697662,,1
663,607,MANDAN   HESKET_3_UNIT,3,2790,MDU.HESKET_3,miso,MANDAN,,NG,17.859625057155924,4.883401920438957,0.4660850673821383,,1
664,609,COVERT_I 1GTG,1,55297,CONS.COVERT1G,miso,COVERT_I,,NG,7.99405578417924,-6.650205761316873,1.0,,1
665,610,COVERT_I 1STG,1A,55297,CONS.COVERT1S,miso,COVERT_I,,NG,7.99405578417924,-6.650205761316873,1.0,,1
666,611,COVERT_I 2GTG,2,55297,CONS.COVERT2G,miso,COVERT_I,,NG,7.99405578417924,-6.650205761316873,0.992423524173271,,1
667,612,COVERT_I 2STG,2A,55297,CONS.COVERT2S,miso,COVERT_I,,NG,7.99405578417924,-6.650205761316873,0.992423524173271,,1
668,613,COVERT_I 3GTG,3,55297,CONS.COVERT3G,miso,COVERT_I,,NG,7.99405578417924,-6.650205761316873,0.9512587163575672,,1
669,614,COVERT_I 3STG,3A,55297,CONS.COVERT3S,miso,COVERT_I,,NG,7.99405578417924,-6.650205761316873,0.9497093353958448,,1
670,615,COVRT    1_GTG,1,55297,CONS.COVERT1G,miso,COVERT_I,,NG,20.25925925925926,10.40695016003658,1.0,,1
671,616,COVRT    1_STG,1A,55297,CONS.COVERT1S,miso,COVERT_I,,NG,9.0,0.0,1.0,,1
672,617,COVRT    2_GTG,2,55297,CONS.COVERT2G,miso,COVERT_I,,NG,20.25925925925926,10.40695016003658,1.0,,1
673,618,COVRT    2_STG,2A,55297,CONS.COVERT2S,miso,COVERT_I,,NG,20.25925925925926,10.40695016003658,1.0,,1
674,619,COVRT    3_GTG,3,55297,CONS.COVERT3G,miso,COVERT_I,,NG,20.25925925925926,10.40695016003658,1.0,,1
675,620,COVRT    3_STG,3A,55297,CONS.COVERT3S,miso,COVERT_I,,NG,20.25925925925926,10.40695016003658,1.0,,1
676,622,HUNTS1   G2,GCG2,54637,EES.HNTSMN_PNO,miso,HUNTS1,,NG,9.0,0.0,1.0,,0
677,623,HUNTS1   MKT_UN,"GCG1, GCG2",54637,EES.HNTSMN_PNO,miso,HUNTS1,,NG,7.664837677183356,-7.403749428440788,0.991815069833696,,0
678,795,84_BLUF 13.8 0 TBGS_1 UN,1,7887,LES_LES,spp,84_BLUF,,NG,10.67535436671239,11.632373113854594,0.3268530039435524,,1
679,796,84_BLUF 13.8 5 TBGS_2 UN,2,7887,LES_LES,spp,84_BLUF,,NG,9.267032464563329,9.883859167809783,0.6508302613359296,,1
680,797,84_BLUF 13.8 6 TBGS_3 UN,3,7887,LES_LES,spp,84_BLUF,,NG,10.488797439414723,7.195244627343393,0.6566800364046093,,1
681,798,84_BLUF 13.8 7 TBGS_4 UN,4,7887,LES_LES,spp,84_BLUF,,NG,11.619112940100594,5.750342935528119,0.6663314198774002,,1
682,799,ABDNSBT 115 1 CT2_UNIT UN,2,3338,WAUE.NWPS.AB2,spp,ABDNSBT,,NG,15.072245084590763,8.395061728395058,0.3811720202532999,,0
683,803,ANADARKO 13.8 45G G1 UN,GEN1,55655,WFEC_ANA_GENCO_7,spp,ANADARKO,,NG,15.64288980338363,11.983539094650205,0.4858383022034227,,0
684,804,ANADARKO 13.8 46G G2 UN,GEN2,55655,WFEC_ANA_GENCO_8,spp,ANADARKO,,NG,14.007773205304067,8.420667581161409,0.4834779415271789,,0
685,808,ANTELOPE 230 6 ANT1 UN,"E01, E02, E03, E04, E05, E06",57865,ANTELOPE,spp,"ANTELOPE,TUCO",,NG,10.646090534979423,11.990855052583449,0.4611243401309865,,0
686,811,TUCO 345 ELK1 ELK1 UN,ELK1,58835,SPS.GSEC.ELK1,spp,"ANTELOPE,TUCO",,NG,-2.047096479195245,8.680384087791495,0.4581354871564002,,0
687,812,TUCO 345 G2 ELK2 UN,ELK2,58835,SPS.GSEC.ELK2,spp,"ANTELOPE,TUCO",,NG,14.93689986282579,5.007773205304068,0.5137643590674154,,0
688,813,BEAPWRST 13.8 9003 3 UN,ST1,8000,NPPD_BPS,spp,BEAPWRST,,NG,11.322816643804298,-4.938271604938273,0.702439058606885,,0
689,814,BEAPWRST 13.8 9004 1 UN,CT1,8000,NPPD_BPS,spp,BEAPWRST,,NG,11.33013260173754,-4.905349794238684,0.6860926658041951,,0
690,815,BEAPWRST 13.8 9006 2 UN,CT2,8000,NPPD_BPS,spp,BEAPWRST,,NG,11.322816643804297,-4.938271604938271,0.6718992087555318,,0
691,816,BLACKHAW 115 1G 1 UN,UNT1,55064,SPS.BLACKHAWK1,spp,BLACKHAW,,NG,-2.859167809785095,-11.95793324188386,0.9629067100989688,,0
692,817,BLACKHAW 115 2G 2 UN,UNT2B,55064,SPS.BLACKHAWK1,spp,BLACKHAW,,NG,-2.526291723822588,-11.979881115683584,0.9207423626623558,,0
693,822,CALPINE 345 ON1 ONETA_1 UN,CTG1,55225,ONETA,spp,CALPINE,,NG,8.389117512574302,-2.2972107910379527,0.8294132416325634,,0
694,823,CALPINE 345 ON2 ONETA_2 UN,CTG2,55225,ONETA,spp,CALPINE,,NG,6.040695016003658,4.927297668038408,0.8411995480435439,,0
695,824,CALPINE 345 ON3 ONETA_3 UN,CTG3,55225,ONETA,spp,CALPINE,,NG,6.472336534064929,4.729766803840878,0.8074474686101252,,0
696,825,CALPINE 345 ON4 ONETA_4 UN,CTG4,55225,ONETA,spp,CALPINE,,NG,6.666209419295839,4.268861454046638,0.8298997949563847,,0
697,831,CGEN_SUB 69 GT1 KPP_CHAN14GT UN,"14, 7, 8",1268,WR_CH_CHAN14GT,spp,CGEN_SUB,,NG,-2.745770461819843,-11.881115683584818,0.7289634815788104,,0
698,835,CJOHN 13.8 6G 1 UN,NA1,7515,WR.MCPH.CT3,spp,CJOHN,,NG,15.324645633287608,8.23045267489712,0.4395924241523281,,0
699,843,CLBRTSNG 13.8 1 G2_CT_UNIT UN,01,56606,WAUE.BEPM.CULBERTSON1,spp,CLBRTSNG,,NG,3.6812985825331497,1.20713305898491,0.7050801202977701,,0
700,844,CLBRTSNG 13.8 2 HEATRECG_UNIT UN,01,56606,WAUE.BEPM.CULBERTSONWH,spp,CLBRTSNG,,NG,9.0,0.0,1.0,,0
701,845,CLBRTSNG 115 G2 G2_CT_UNIT UN,01,56606,WAUE.BEPM.CULBERTSON1,spp,CLBRTSNG,,NG,4.244627343392775,8.065843621399178,0.6852086136176471,,0
702,846,CLIFTO1 13.8 1G 1 UN,1,8037,MKECCLIFTON_UN1,spp,CLIFTO1,,NG,15.17466849565615,7.725651577503427,0.4104312549416958,,0
703,849,COFFEYGR 13.8 COF0 COFF10 UN,10,59726,GRDA.COFF10,spp,COFFEYGR,,NG,8.853680841335162,7.469593049839963,0.7746628776594229,,0
704,850,COFFEYGR 13.8 COF8 COFF8 UN,8,59726,GRDA.COFF10,spp,COFFEYGR,,NG,9.197530864197532,7.074531321444901,0.7073555646215818,,0
705,851,COFFEYGR 13.8 COF9 COFF9 UN,9,59726,GRDA.COFF10,spp,COFFEYGR,,NG,7.708733424782808,9.185185185185183,0.7709916551693045,,0
706,854,COMANCHE 13.8 GN1 1G1 UN,1G1,8059,CSWS.TNSK.CADO,spp,COMANCHE,,NG,3.79835390946502,-2.143575674439872,0.5520668323451584,,0
707,855,COMANCHE 13.8 GN2 1G2 UN,1G2,8059,CSWS.TNSK.CADO,spp,COMANCHE,,NG,3.79835390946502,-2.143575674439872,0.5512529651459734,,0
708,856,COMANCHE 13.8 GN3 1S UN,1S,8059,CSWS.TNSK.CADO,spp,COMANCHE,,NG,3.79835390946502,-2.143575674439872,0.5489718107944855,,0
709,857,CWELL 69 GT1 KPP_WELLTNGT UN,6,7339,WR_KP_WELLTNGT,spp,CWELL,,NG,16.133058984910836,-7.890260631001372,0.3739796059509518,,0
710,859,CWINF 69 GT1 KPP_WINFLDGT UN,GT1,1332,WR_KP_WINFLDGT,spp,CWINF,,NG,10.63145861911294,8.907178783721994,0.337679944853398,,0
711,862,DEERCRK 13.8 0 DCS1 UN,"01, 02",56610,WAUE.BEPM.GARVINWH,spp,DEERCRK,,NG,5.978509373571102,7.012345679012346,0.7192391029754551,,0
712,863,DEERCRK 345 DCS DCS1 UN,"01, 02",56610,WAUE.BEPM.GARVINWH,spp,DEERCRK,,NG,7.225880201188843,-1.94238683127572,0.8430092056492716,,0
713,867,EASTMAN 13.8 13 EASTMAN UN,"GEN1, GEN2, GEN3",55176,CSWSEASTMAN,spp,EASTMAN,,NG,5.331047096479195,-10.663008687700046,0.9901201114366148,,0
714,868,ELKINS 13.8 ELKN ELKINS UN,"A, B, C",56489,AECC_ELKINS,spp,ELKINS,,NG,18.335162322816643,10.322816643804298,0.5717911858141443,,0
715,869,EMPEC 13.8 A1 CTG_1 UN,1,56502,WR.EMP.CT1,spp,EMPEC,,NG,3.6593507087334247,9.0827617741198,0.5964953544062531,,1
716,870,EMPEC 13.8 A2 CTG_2 UN,2,56502,WR.EMP.CT1,spp,EMPEC,,NG,8.213534522176497,-3.617741197988112,0.5968297605970944,,1
717,871,EMPEC 13.8 B3 CTG_3 UN,3,56502,WR.EMP.CT3,spp,EMPEC,,NG,3.670324645633287,8.914494741655236,0.5600837501339023,,1
718,872,EMPEC 13.8 B4 CTG_4 UN,4,56502,WR.EMP.CT3,spp,EMPEC,,NG,9.877914951989029,-3.873799725651578,0.5987653460171211,,1
719,873,EMPEC 18 14 CTG_6 UN,5,56502,WR.EMP.CT1,spp,EMPEC,,NG,9.406035665294924,-2.1033379058070416,0.6480933995811128,,1
720,874,EMPEC 18 16 CTG_7 UN,6,56502,WR.EMP.CT7,spp,EMPEC,,NG,10.466849565614998,-5.9807956104252415,0.7041409562172692,,1
721,875,EMPEC 18 C5 CTG_5 UN,7,56502,WR.EMP.CT1,spp,EMPEC,,NG,5.656607224508459,6.222222222222222,0.6748277199137621,,1
722,876,EXIRAWA 13.8 ZGG1 EXIRAW_1_UNIT UN,U1,56013,WAUE.MRES.EXR1,spp,EXIRAWA,,NG,12.054412437128486,-0.2085048010973937,0.6982162095240992,,0
723,877,EXIRAWA 13.8 ZGG2 EXIRAW_2_UNIT UN,U2,56013,WAUE.MRES.EXR2,spp,EXIRAWA,,NG,12.57384545038866,-1.43758573388203,0.6989825688059786,,0
724,878,EXIRAWA 13.8 ZGG3 EXIRAW_3_UNIT UN,U3,56013,WAUE.MRES.EXR2,spp,EXIRAWA,,NG,13.594421582075904,-4.993141289437587,0.6401733163915151,,0
725,879,FITZHUGH 161 G1 1 UN,1,201,AECC_FITZHUGH,spp,FITZHUGH,,NG,7.979423868312757,3.775034293552812,0.6285031088211155,,0
726,881,FRMNTOPD 13.8 1 1 UN,5OT,2240,NPPD_MEAN_SCRI,spp,FRMNTOPD,,NG,9.0,0.0,1.0,,0
727,882,FREM_G 13.8 VR1 1 UN,5OT,2240,NPPD_MEAN_SCRI,spp,FRMNTOPD,,NG,20.26291723822588,11.983539094650205,0.377839574869005,,0
728,883,FULTON_C 16 6G FULT UN,1,7825,AECC_FULTON,spp,FULTON_C,,NG,12.837219935985368,11.486053955189758,0.4509784446785458,,0
729,888,GETT 69 G1 FRONTIER UN,L3804,58075,FRONTIER,spp,GETT,,NG,-2.9798811156835843,-11.96159122085048,0.9318425112175724,,0
730,892,GORD 138 G1 G1 UN,GT1,1240,WR.GEEC.GT1,spp,GORD,,NG,9.087791495198903,0.8888888888888888,0.532686889143812,,1
731,893,GORD 138 G2 G2 UN,GT2,1240,WR.GEEC.GT1,spp,GORD,,NG,9.874256973022405,0.8303612254229533,0.5273206479111363,,1
732,894,GORD 18 NB2G GT3 UN,GT3,1240,WR.GEEC.GT3,spp,GORD,,NG,9.66575217192501,-1.8106995884773671,0.5431406493736685,,1
733,895,GREC3 345 RLJ GREC3 UN,"3CT, 3ST",165,GRDA.GREC3,spp,"GRDA17,GREC3",,NG,0.4513031550068582,-9.613168724279836,0.9317070753963588,,1
734,896,GRDNCT1 13.2 7G 4 UN,S4,1336,SECIGRDNCT1UN4,spp,GRDNCT1,,NG,14.223593964334704,7.725651577503428,0.3139568535897471,,0
735,897,GRDNCT1 13.2 8G 5 UN,S5,1336,SECIGRDNCT1UN5,spp,GRDNCT1,,NG,14.384545038866026,7.202560585276634,0.3679789612498044,,0
736,898,GRDNCT1 13.8 5G 2 UN,S2,1336,SECIGRDNCT1UN2,spp,GRDNCT1,,NG,13.737082761774118,-4.31275720164609,0.3386469612989261,,0
737,903,GROTON 115 0 GROTON_1_UNIT UN,GT01,56238,WAUE.BEPM.GGS1,spp,GROTON,,NG,6.333333333333333,9.47782350251486,0.7053375783896331,,0
738,904,GROTON 115 41 GROTON_2_UNIT UN,GT02,56238,WAUE.BEPM.GGS2,spp,GROTON,,NG,8.8427069044353,2.150891632373113,0.700575475801517,,0
739,905,HAWTHORN 161 G6G HAW6 UN,"6, 9",2079,KCPLHAWTHORNUNHAW5,spp,HAWTHORN,,NG,15.306355738454505,-10.24965706447188,0.6104234219467161,,1
740,906,HECGT 13.8 19G 32 UN,GT1,1248,WR.HEC.GT1,spp,HECGT,,NG,13.762688614540464,8.526748971193415,0.3912561917566801,,0
741,907,HECGT 13.8 20G 33 UN,GT2,1248,WR.HEC.GT2,spp,HECGT,,NG,13.115226337448558,8.51577503429355,0.397339929607181,,0
742,908,HECGT 13.8 21G 34 UN,GT3,1248,WR.HEC.GT3,spp,HECGT,,NG,12.529949702789208,9.141289437585732,0.3845034537113805,,0
743,909,HOBBS 115 CT1 HOBBS_CT1 UN,GT1,56458,SPS.HOBBS.CC,spp,HOBBS,,NG,-1.260631001371742,-11.892089620484684,0.929089460048625,,0
744,910,HOBBS 115 CT2 HOBBS_CT2 UN,GT2,56458,SPS.HOBBS.CC,spp,HOBBS,,NG,-1.260631001371742,-11.892089620484684,0.9349802304456556,,0
745,911,HOBBS 230 ST1 HOBBS_ST1 UN,ST3,56458,SPS.HOBBS.CC,spp,HOBBS,,NG,-1.260631001371742,-11.892089620484684,0.9363455116611044,,0
746,916,JENKS 18 CC1G CGCC1 UN,"CTG1, STG1",55146,CSWS.TNSK.GREENCOUNTRY,spp,JENKS,,NG,3.626428898033837,-11.6506630086877,0.7976241514577592,,0
