earliest_appearance,latest_appearance,latest_area,latest_zone,pmin_median,pmax_median,pmax_99_perc,pmax_max,eia_gen_id,epa_generator_id,fitting_param_x,fitting_param_intercept,energy_source_code,prime_mover_code,operating_year,retirement_month,retirement_year,planned_operation_month,planned_operation_year,category
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,33.2,120.0,127.5,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20220920_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,33.0,160.2,190.4,LIMEW,LIMEW,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20210813_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,32.9,194.4,203.1,ESCA,ESCA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,32.9,102.9,114.1,SW3,SW3,,,WND,WT,19.0,,,,,wind
ercot_rt_se_20191231_H08,ercot_rt_se_20240331_H24,ERC,FWES,0.0,32.9,88.9,90.2,WTGS1,WTGS1,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,32.8,77.0,78.0,1,1,,,WND,WT,9.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,32.6,121.4,127.0,CH1,CH1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160328_H19,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,32.6,144.2,150.0,GPII,GPII,,,WND,WT,9.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,32.6,102.3,105.6,MSCRK,MSCRK,,,WND,WT,9.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,32.5,98.2,102.2,1,1,,,WND,WT,9.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,32.5,99.3,105.6,ANA,ANA,,,WND,WT,12.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,32.4,112.1,120.1,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,32.2,83.7,84.0,1,1,,,WND,WT,18.0,,,,,wind
ercot_rt_se_20181211_H11,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,32.1,114.6,122.3,1,1,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20160909_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,31.9,97.7,100.0,GEN1,GEN1,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,31.4,116.7,120.0,1,1,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,31.3,118.5,120.0,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20201009_H17,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,31.1,106.3,110.0,LMAJ,LMAJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20211022_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,31.1,108.5,115.2,WTG1,WTG1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20200228_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,31.0,89.2,89.9,HTX,HTX,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20160923_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,30.9,99.0,100.0,GEN1,GEN1,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20190430_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,30.9,78.3,81.6,GCWF,GCWF,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20190430_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,30.9,73.1,76.0,GCWF,GCWF,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,30.8,147.0,150.0,GPI,GPI,,,WND,WT,9.0,,,,,wind
ercot_rt_se_20191206_H19,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,30.6,141.7,144.8,PW,PW,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20210805_H15,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,30.5,149.5,171.3,BMP,BMP,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200401_H19,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,30.5,95.2,98.7,ERAYM,ERAYM,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20191028_H18,ercot_rt_se_20240331_H24,ERC,COAS,0.0,30.2,142.1,151.0,WT1,WT1,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20200401_H19,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,29.9,95.1,98.9,ERAYM,ERAYM,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20210122_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,29.9,114.5,118.8,WRAYM,WRAYM,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,29.9,125.9,144.3,1,1,,,WND,WT,13.0,,,,,wind
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,29.8,97.0,101.6,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,29.8,185.0,213.5,RO1,RO1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20170630_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,29.6,78.4,79.8,FLUV1,FLUV1,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,29.6,116.2,124.3,SW4,SW4,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20161013_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,29.3,73.1,74.0,WJ21,WJ21,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20181211_H11,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,29.1,107.4,115.1,1,1,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20170630_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,29.1,74.1,75.6,FLUV1,FLUV1,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,29.0,132.0,141.6,1,1,,,WND,WT,14.0,,,,,wind
ercot_rt_se_20160104_H18,ercot_rt_se_20240331_H24,ERC,FWES,0.0,28.6,115.6,124.7,1,1,,,WND,WT,18.0,,,,,wind
ercot_rt_se_20210122_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,28.6,109.3,116.4,WRAYM,WRAYM,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20171005_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,28.6,127.9,132.1,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20170614_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,28.5,139.6,150.6,CHA1,CHA1,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,28.4,103.9,108.0,MV1,MV1,,,WND,WT,12.0,,,,,wind
ercot_rt_se_20210211_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,28.4,105.4,108.4,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160401_H19,ercot_rt_se_20240326_H24,ERC,SCEN,0.0,28.2,110.6,115.0,3,3,,,WND,WT,18.0,,,,,wind
ercot_rt_se_20200228_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,28.2,88.6,89.8,HTX,HTX,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,28.0,99.3,103.7,MV1,MV1,,,WND,WT,12.0,,,,,wind
ercot_rt_se_20191023_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,28.0,100.3,103.3,WT1,WT1,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,27.9,94.0,101.2,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20201202_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,27.8,99.9,105.0,WTG,WTG,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,27.6,123.7,126.4,GEN1,GEN1,,,WND,WT,12.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,27.5,132.4,141.6,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160920_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,27.4,63.4,64.0,GEN1,GEN1,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20191026_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,27.4,99.3,100.4,WT1,WT1,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20210211_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,27.4,102.9,106.6,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,27.3,108.4,114.9,1,1,,,WND,WT,18.0,,,,,wind
ercot_rt_se_20201202_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,27.1,91.8,96.5,WTG,WTG,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20171022_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,26.9,116.1,120.0,MVII,MVII,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20200506_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,26.8,97.9,100.8,CAMPO,CAMPO,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20211106_H11,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,26.6,98.0,98.9,WT2,WT2,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,26.6,185.4,202.6,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20200506_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,26.4,94.0,100.7,CAMPO,CAMPO,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,26.2,96.5,113.8,BC,BC,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,26.0,101.7,105.6,SW4,SW4,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,25.6,90.4,99.9,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20191231_H08,ercot_rt_se_20240331_H24,ERC,FWES,0.0,25.3,69.8,70.5,WTGS1,WTGS1,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20191023_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,25.3,100.2,102.7,WT1,WT1,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,25.2,90.9,453.0,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,25.2,111.5,115.5,1,1,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,24.9,103.0,109.7,KC2,KC2,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20221218_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,24.5,65.0,67.7,WINER,WINER,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,24.4,111.9,117.0,1,1,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,24.2,94.4,99.9,1,1,,,WND,WT,10.0,,,,,wind
ercot_rt_se_20210805_H15,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,24.2,117.0,135.0,BMP,BMP,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,24.2,72.6,75.0,1,1,,,WND,WT,14.0,,,,,wind
ercot_rt_se_20201107_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,24.0,136.0,147.0,WTG,WTG,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,24.0,98.1,110.4,KC1,KC1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220920_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,23.9,98.9,108.8,LIMEW,LIMEW,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20171022_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,23.8,104.3,108.0,MVII,MVII,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20171005_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,23.7,102.0,102.0,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,23.2,132.4,141.6,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,23.1,84.4,91.2,1,1,,,WND,WT,12.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,22.7,95.1,101.8,1,1,,,WND,WT,10.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,22.5,64.3,67.3,WND2,WND2,,,WND,WT,10.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,22.4,72.2,75.0,1,1,,,WND,WT,14.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,22.2,82.5,91.9,VESTA,VESTA,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160616_H21,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,22.1,90.6,95.1,SRWI,SRWI,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,21.9,94.9,106.8,1,1,,,WND,WT,13.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,21.6,100.3,115.8,1,1,,,WND,WT,13.0,,,,,wind
ercot_rt_se_20200504_H13,ercot_rt_se_20240331_H24,ERC,WEST,0.0,21.2,115.0,125.8,COY,COY,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20220228_H15,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,21.2,80.3,82.4,HEL,HEL,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20181108_H01,ercot_rt_se_20231227_H08,ERC,WEST,0.0,21.0,114.1,120.0,1,1,,,WND,WT,19.0,,,,,wind
ercot_rt_se_20171109_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,20.9,96.0,99.0,RO1,RO1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20200916_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,20.6,66.5,71.4,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,20.5,111.4,122.4,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20170614_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,20.5,92.3,98.4,CHA1,CHA1,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20211106_H11,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,20.5,83.5,88.9,WT2,WT2,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,20.5,92.1,100.7,1,1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20170115_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,19.9,49.4,50.4,CPWF,CPWF,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,19.8,56.9,59.8,WEC,WEC,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20221006_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,19.7,67.9,71.4,2,2,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,19.0,90.2,119.7,GEN1,GEN1,,,WND,WT,21.0,,,,,wind
ercot_rt_se_20201107_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,18.3,133.6,150.2,WTG,WTG,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20170630_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,17.8,54.4,55.7,BWIND,BWIND,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20190214_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,17.3,75.0,82.5,NWP2,NWP2,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20200916_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,17.1,72.5,76.8,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20190414_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,16.4,30.1,30.2,WTGS,WTGS,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20160923_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,16.2,51.9,52.0,GEN1,GEN1,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,16.2,69.5,75.0,KC2,KC2,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,15.8,132.4,150.0,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20180802_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,15.5,49.3,50.5,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,15.3,58.0,60.0,GE,GE,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,15.2,54.5,54.6,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200806_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,15.0,77.2,82.0,SW5,SW5,,,WND,WT,17.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,14.8,78.3,80.0,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20200504_H13,ercot_rt_se_20240331_H24,ERC,WEST,0.0,14.7,79.2,90.0,COY,COY,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,14.5,65.4,69.6,2,2,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20201116_H08,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,14.5,46.5,48.0,RELOJ,RELOJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,14.1,88.3,91.0,001,001,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,13.8,67.3,82.5,01,01,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20170630_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,13.3,43.9,44.9,BWIND,BWIND,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20191003_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,13.2,50.3,50.4,GEN1,GEN1,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,13.0,56.6,62.4,GEN1,GEN1,,,WND,WT,21.0,,,,,wind
ercot_rt_se_20161013_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,12.7,30.0,30.0,WJ21,WJ21,,,WND,WT,8.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,12.6,84.9,89.0,001,001,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,12.6,30.0,30.2,KC1,KC1,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20210915_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,12.5,105.2,119.8,BLKJK,BLKJK,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20180802_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,12.5,37.4,38.2,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,12.3,46.8,51.0,LWG1,LWG1,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,12.1,38.3,39.7,SW1,SW1,,,WND,WT,21.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,12.0,57.9,73.8,01,01,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,11.8,49.0,52.7,LWG2,LWG2,,,WND,WT,15.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,11.4,50.2,60.0,1,1,,,WND,WT,16.0,,,,,wind
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,11.3,45.3,46.0,HILO2,HILO2,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20210813_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,11.0,41.3,41.5,ESCA,ESCA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220104_H18,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,10.9,23.7,24.0,KC2,KC2,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20221218_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.7,27.7,27.7,WINER,WINER,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20170526_H18,ercot_rt_se_20240331_H24,ERC,WEST,0.0,10.5,27.2,27.4,RKSP,RKSP,,,WND,WT,7.0,,,,,wind
ercot_rt_se_20231116_H21,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.4,135.4,137.1,GOOD1,GOOD1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20211106_H11,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,10.3,38.7,38.7,WT2,WT2,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20210813_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.1,40.4,41.8,ESCA,ESCA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,10.0,29.9,33.1,SW3,SW3,,,WND,WT,19.0,,,,,wind
ercot_rt_se_20231116_H21,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,10.0,98.6,112.0,GOOD1,GOOD1,,,WND,WT,0.0,,,,,wind
ercot_rt_se_20210915_H18,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,9.9,98.8,114.3,BLKJK,BLKJK,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20191205_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,9.7,25.3,25.3,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200901_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,9.6,32.4,33.5,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220228_H15,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,9.4,50.3,54.0,HEL,HEL,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20220224_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,9.3,61.1,64.0,1,1,,,WND,WT,22.0,,,,,wind
ercot_rt_se_20200914_H18,ercot_rt_se_20240331_H24,ERC,WEST,0.0,9.2,36.1,36.7,AM-TX,AM-TX,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20200916_H17,ercot_rt_se_20240331_H24,ERC,WEST,0.0,9.1,33.0,33.3,MVRCK,MVRCK,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,8.3,57.8,70.6,EXIS,EXIS,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20201116_H08,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,8.2,45.5,55.4,RELOJ,RELOJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20200914_H18,ercot_rt_se_20240331_H24,ERC,WEST,0.0,8.0,34.4,35.8,AM-TX,AM-TX,,,WND,WT,4.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,7.7,47.9,48.0,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20181223_H01,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,7.7,23.0,23.0,TWE,TWE,,,WND,WT,5.0,,,,,wind
ercot_rt_se_20210813_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,7.7,43.3,44.2,ESCA,ESCA,,,WND,WT,2.0,,,,,wind
ercot_rt_se_20201116_H08,ercot_rt_se_20240331_H24,ERC,SOUT,0.0,7.6,65.1,80.7,RELOJ,RELOJ,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20211201_H01,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,7.5,23.7,24.2,ASWWT,ASWWT,,,WND,WT,1.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,7.5,57.6,79.5,EXIS,EXIS,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20180802_H01,ercot_rt_se_20240331_H24,ERC,WEST,0.0,7.4,15.2,15.6,WTG1,WTG1,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20201119_H19,ercot_rt_se_20240331_H24,ERC,NCEN,0.0,7.2,52.4,52.8,WCCWF,WCCWF,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20191116_H17,ercot_rt_se_20240331_H24,ERC,FWES,0.0,7.2,47.1,52.0,HILO,HILO,,,WND,WT,3.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,FWES,0.0,6.8,55.2,71.6,EXIS,EXIS,,,WND,WT,23.0,,,,,wind
ercot_rt_se_20160101_H01,ercot_rt_se_20240331_H24,ERC,NOTH,0.0,6.5,29.7,30.0,1,1,,,WND,WT,12.0,,,,,wind
