orispl,unit,from_datetime,to_datetime,gload_max,gload_p90,gload_min,from_datetime_fitting,to_datetime_fitting,data_url,fitting_param_x,fitting_param_intercept,r2_score
7989,1,2003-12-04 10:00:00-06:00,2023-12-31 03:00:00-06:00,52.0,45.0,0.0,2020-01-02 10:00:00-06:00,2023-12-31 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/7989_1.parquet,9.589532995679667,0.0,0.9045702529989154
7989,2,2003-09-20 11:00:00-05:00,2023-12-31 03:00:00-06:00,51.0,45.0,0.0,2020-01-02 10:00:00-06:00,2023-12-31 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/7989_2.parquet,9.563383207896015,0.0,0.89469672414968
7989,3,2003-10-10 03:00:00-05:00,2023-12-29 16:00:00-06:00,51.0,45.0,0.0,2020-01-02 10:00:00-06:00,2023-12-29 16:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/7989_3.parquet,9.736580061262796,0.0,0.8965202474901593
7991,U1,2005-06-30 11:00:00-05:00,2023-12-31 17:00:00-06:00,80.0,69.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/7991_U1.parquet,6.654992084265755,101.80892671636302,0.8285662240493404
7991,U2,2005-06-30 11:00:00-05:00,2023-12-31 07:00:00-06:00,80.0,70.0,0.0,2020-01-01 23:00:00-06:00,2023-12-31 07:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/7991_U2.parquet,6.124731771348468,154.35043761171897,0.6506611359541055
8023,1,1996-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,617.0,545.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8023_1.parquet,10.414778398429872,67.87259927721168,0.9967447743417545
8023,2,1996-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,615.0,546.0,0.0,2020-01-04 22:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8023_2.parquet,9.952843051187342,118.59614048559189,0.9961331710116069
8027,7,2005-06-02 03:00:00-05:00,2023-11-21 12:00:00-06:00,179.0,154.0,0.0,2020-01-28 01:00:00-06:00,2023-11-02 05:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8027_7.parquet,11.521918593359798,0.0,0.8362274255875948
8027,8,2005-05-23 08:00:00-05:00,2023-12-07 08:00:00-06:00,181.0,155.0,0.0,2020-01-29 02:00:00-06:00,2023-12-07 08:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8027_8.parquet,10.961465630710451,148.22501462603086,0.8664279905724515
8031,11,2004-05-14 19:00:00-05:00,2023-12-31 17:00:00-06:00,408.0,283.0,0.0,2020-01-01 18:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8031_11.parquet,7.13435841788179,69.28415584444383,0.9375364375347442
8031,12,2004-05-14 19:00:00-05:00,2023-12-31 17:00:00-06:00,316.0,284.0,0.0,2020-01-01 08:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8031_12.parquet,7.119809420267508,74.0256928115133,0.9495775593707252
8054,1,1996-12-31 18:00:00-06:00,2023-09-08 08:00:00-05:00,801.0,687.0,0.0,2020-04-06 23:00:00-05:00,2023-09-08 08:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8054_1.parquet,9.692046096532431,458.7660112322036,0.9832258610864149
8056,2,1996-12-31 18:00:00-06:00,2023-08-25 20:00:00-05:00,428.0,285.0,0.0,2020-04-04 22:00:00-05:00,2023-08-25 20:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8056_2.parquet,9.624948983851132,232.7813440849968,0.9774071947543899
8222,B1,1996-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,461.0,451.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/8222_B1.parquet,9.243495171095471,474.7778034623762,0.9799209603215674
10745,003,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,106.0,103.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_003.parquet,9.007180409545981,168.0848525187335,0.8615034653604167
10745,004,2003-05-23 03:00:00-05:00,2023-12-31 17:00:00-06:00,106.0,103.0,0.0,2020-01-03 23:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_004.parquet,8.438151052806091,207.70523887225616,0.8448631145731076
10745,005,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,111.0,103.0,0.0,2020-01-01 10:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_005.parquet,8.576979694673744,185.07230924816812,0.8820582183089695
10745,006,2003-04-30 19:00:00-05:00,2023-12-08 17:00:00-06:00,105.0,103.0,0.0,2020-01-01 00:00:00-06:00,2023-12-08 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_006.parquet,9.01219777584732,151.24931605317767,0.8869410513836826
10745,007,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,104.0,103.0,0.0,2020-01-01 11:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_007.parquet,9.56371647750782,113.41079796654338,0.48627843568484685
10745,008,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,106.0,102.0,0.0,2020-01-01 01:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_008.parquet,9.346857274107869,134.20299787989467,0.9145344031829519
10745,009,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,104.0,103.0,0.0,2020-01-01 10:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_009.parquet,10.72594216759566,0.0,0.8587019256311379
10745,010,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,105.0,103.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_010.parquet,10.553293065529518,0.0,0.8219386990093738
10745,011,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,104.0,103.0,0.0,2020-01-01 02:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_011.parquet,9.926035746189402,69.79587427064955,0.8061310747159687
10745,012,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,104.0,93.0,0.0,2020-01-02 15:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_012.parquet,8.13291509363202,286.5506358635557,0.3646916551170105
10745,013,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,104.0,103.0,0.0,2020-01-01 02:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_013.parquet,10.930147751896286,0.0,0.8567958980217932
10745,014,2003-04-30 19:00:00-05:00,2023-12-31 17:00:00-06:00,104.0,103.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/10745_014.parquet,10.70192923554982,0.0,0.8431596672245484
54415,EUBLR,2008-01-31 09:00:00-06:00,2023-12-31 17:00:00-06:00,40.0,35.0,0.0,2020-07-17 13:00:00-05:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54415_EUBLR.parquet,14.267304733223039,82.42179672793068,0.9194120998446369
54751,01,2007-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,43.0,35.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54751_01.parquet,11.530370221791337,53.5429434238255,0.9557095996834845
54915,1,1996-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,137.0,128.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54915_1.parquet,1.7631368123137579,940.4228677699234,0.048185761145299155
55010,01,1997-07-02 04:00:00-05:00,2023-12-31 17:00:00-06:00,355.0,258.0,0.0,2020-01-01 22:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55010_01.parquet,6.9630540841868545,160.6980840081583,0.9485674889192086
55011,01,1997-06-13 03:00:00-05:00,2023-12-01 17:00:00-06:00,335.0,262.0,0.0,2020-01-01 22:00:00-06:00,2023-12-01 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55011_01.parquet,7.33443574639297,107.20083286614486,0.9021761903582223
55029,B01,2000-01-05 10:00:00-06:00,2023-12-10 16:00:00-06:00,197.0,171.0,0.0,2020-01-18 08:00:00-06:00,2023-12-10 16:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55029_B01.parquet,10.367256464632346,70.84317786887847,0.8859861776558027
55063,1,2000-07-31 20:00:00-05:00,2023-12-31 17:00:00-06:00,310.0,270.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55063_1.parquet,7.205063396215887,162.8641051922422,0.9328887227143784
55063,2,2000-07-31 19:00:00-05:00,2023-12-31 17:00:00-06:00,310.0,271.0,0.0,2020-01-12 18:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55063_2.parquet,7.313222624033519,135.0394029131004,0.9634211777860787
55063,3,2000-08-02 12:00:00-05:00,2023-12-31 04:00:00-06:00,318.0,271.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 04:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55063_3.parquet,7.217233145205472,115.87120289647005,0.9553631299045132
55075,CT-1,2001-10-11 07:00:00-05:00,2023-12-31 17:00:00-06:00,315.0,270.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55075_CT-1.parquet,6.032184385490321,194.27857171846904,0.956599801217506
55087,CC1,2001-04-02 09:00:00-05:00,2023-12-27 17:00:00-06:00,189.0,162.0,0.0,2020-01-03 12:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55087_CC1.parquet,8.103345407138146,469.0816823623872,0.786777578557559
55087,CC2,2001-04-19 08:00:00-05:00,2023-12-27 18:00:00-06:00,191.0,169.0,0.0,2020-01-07 00:00:00-06:00,2023-12-27 18:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55087_CC2.parquet,8.57765834521962,382.6933423460081,0.8102493645104233
55087,CC3,2002-08-06 07:00:00-05:00,2023-12-31 17:00:00-06:00,307.0,278.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55087_CC3.parquet,7.043876577475255,41.17828486252058,0.9631556604995293
55087,CC4,2002-08-06 07:00:00-05:00,2023-12-31 17:00:00-06:00,308.0,273.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55087_CC4.parquet,7.18019857478912,87.36568336749137,0.9588959303096735
55088,GT2100,2003-05-12 07:00:00-05:00,2023-12-31 17:00:00-06:00,217.0,191.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55088_GT2100.parquet,7.193658130548397,447.17780656463304,0.7987157618636458
55088,GT3100,2003-05-12 01:00:00-05:00,2023-12-31 17:00:00-06:00,217.0,190.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55088_GT3100.parquet,7.8344813152794766,462.92514952221285,0.867261647794416
55088,GTP1,2000-06-19 14:00:00-05:00,2023-12-29 18:00:00-06:00,2319.0,186.0,0.0,2020-01-01 00:00:00-06:00,2023-12-29 18:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55088_GTP1.parquet,7.328902289683448,397.8946910756738,0.7873025009771479
55089,CT1,2002-11-25 04:00:00-06:00,2023-12-31 17:00:00-06:00,195.0,170.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55089_CT1.parquet,8.425452937669075,478.05178822295,0.8353336073635699
55089,CT2,2002-11-27 04:00:00-06:00,2023-12-31 17:00:00-06:00,195.0,170.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55089_CT2.parquet,8.587613330567669,485.0512795778362,0.8160137885627279
55089,CT3,2002-11-28 18:00:00-06:00,2023-12-31 17:00:00-06:00,195.0,169.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55089_CT3.parquet,8.483021409925437,495.2864723270482,0.7585640624428143
55096,CT,2003-04-30 19:00:00-05:00,2023-09-29 03:00:00-05:00,39.0,30.0,0.0,2020-04-30 19:00:00-05:00,2023-09-29 03:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55096_CT.parquet,12.956144855495227,34.54536952903235,0.9389967646864305
55101,1,1999-12-07 05:00:00-06:00,2023-12-20 15:00:00-06:00,85.0,76.0,0.0,2020-01-19 22:00:00-06:00,2023-12-20 15:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55101_1.parquet,11.035065700800256,86.84354699115306,0.9043391901713517
55109,T1,1999-07-17 05:00:00-05:00,2023-10-16 17:00:00-05:00,120.0,106.0,0.0,2020-01-28 09:00:00-06:00,2023-10-16 17:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55109_T1.parquet,11.673661151387174,0.0,0.8828548451769481
55109,T2,1999-07-17 05:00:00-05:00,2023-10-16 17:00:00-05:00,120.0,108.0,0.0,2020-01-28 10:00:00-06:00,2023-10-16 17:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55109_T2.parquet,11.421454317958139,0.0,0.8694064593973234
55109,T4,2000-07-20 02:00:00-05:00,2023-10-16 17:00:00-05:00,129.0,107.0,0.0,2020-05-21 04:00:00-05:00,2023-10-16 17:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55109_T4.parquet,11.572881069341362,3.6059876122429224,0.8592665819979113
55111,1,2000-05-30 14:00:00-05:00,2023-12-27 17:00:00-06:00,97.0,75.0,0.0,2020-01-13 00:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_1.parquet,12.108823292483358,0.0,0.9253642299981022
55111,2,2000-05-26 19:00:00-05:00,2023-12-27 17:00:00-06:00,96.0,75.0,0.0,2020-01-13 00:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_2.parquet,12.105285561240645,0.0,0.9254299363403045
55111,3,2000-05-30 14:00:00-05:00,2023-12-27 17:00:00-06:00,98.0,75.0,0.0,2020-01-13 00:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_3.parquet,12.230692123758665,0.0,0.9156454037858194
55111,4,2000-05-30 15:00:00-05:00,2023-12-27 17:00:00-06:00,96.0,76.0,0.0,2020-01-13 00:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_4.parquet,12.452449135476735,0.0,0.9243433963264841
55111,5,2000-07-10 05:00:00-05:00,2023-10-20 14:00:00-05:00,95.0,74.0,0.0,2020-06-03 05:00:00-05:00,2023-10-20 14:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_5.parquet,12.389247773734853,0.0,0.92678213280723
55111,6,2000-08-15 07:00:00-05:00,2023-12-27 17:00:00-06:00,92.0,74.0,0.0,2020-01-07 03:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_6.parquet,12.259819919700954,0.0,0.923909399240369
55111,7,2000-07-18 08:00:00-05:00,2023-12-27 17:00:00-06:00,100.0,75.0,0.0,2020-01-13 00:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_7.parquet,12.506834522234332,0.0,0.923492718731485
55111,8,2000-07-10 05:00:00-05:00,2023-12-27 17:00:00-06:00,100.0,76.0,0.0,2020-01-02 09:00:00-06:00,2023-12-27 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55111_8.parquet,12.362382033814484,0.0,0.931596034007907
55117,RS-5,2002-07-24 09:00:00-05:00,2023-12-31 17:00:00-06:00,304.0,214.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55117_RS-5.parquet,5.410267422041277,755.4335650017516,0.7802160282779078
55117,RS-6,2002-07-26 09:00:00-05:00,2023-12-31 17:00:00-06:00,267.0,215.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55117_RS-6.parquet,5.2084606716418635,789.9421032265845,0.3797961245272141
55131,GTG-1,2002-02-18 08:00:00-06:00,2023-12-27 06:00:00-06:00,575.0,279.0,0.0,2020-01-01 00:00:00-06:00,2023-12-27 06:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55131_GTG-1.parquet,6.638447821874595,177.5698686679537,0.9606146975584446
55131,GTG-2,2002-03-08 13:00:00-06:00,2023-12-27 14:00:00-06:00,496.0,282.0,0.0,2020-01-01 00:00:00-06:00,2023-12-27 14:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55131_GTG-2.parquet,6.862670224127267,75.60978788890165,0.953558745237251
55131,GTG-3,2002-04-24 03:00:00-05:00,2023-12-27 06:00:00-06:00,555.0,282.0,0.0,2020-01-01 00:00:00-06:00,2023-12-27 06:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55131_GTG-3.parquet,6.8145238510385,104.76986771578724,0.9427415508600258
55131,GTG-4,2002-06-30 19:00:00-05:00,2023-12-27 06:00:00-06:00,548.0,282.0,0.0,2020-01-01 00:00:00-06:00,2023-12-27 06:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55131_GTG-4.parquet,6.8702550392344035,102.59746810540413,0.9543868209494962
55135,CT01,2000-04-07 23:00:00-05:00,2023-12-26 15:00:00-06:00,193.0,158.0,0.0,2020-01-02 23:00:00-06:00,2023-12-26 15:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55135_CT01.parquet,11.346378516365338,0.0,0.9846473768274522
55135,CT02,2000-04-08 13:00:00-05:00,2023-12-26 15:00:00-06:00,190.0,158.0,0.0,2020-01-02 23:00:00-06:00,2023-12-26 15:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55135_CT02.parquet,11.18596281028561,0.0,0.9853488572875834
