orispl,unit,from_datetime,to_datetime,gload_max,gload_p90,gload_min,from_datetime_fitting,to_datetime_fitting,data_url,fitting_param_x,fitting_param_intercept,r2_score
51,1,1996-12-31 18:00:00-06:00,2021-11-17 21:00:00-06:00,738.0,701.0,0.0,2020-05-30 08:00:00-05:00,2021-11-17 21:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/51_1.parquet,7.992010836429872,563.3929662462915,0.7121013729525354
54,SCT1,1999-12-31 18:00:00-06:00,2023-12-22 02:00:00-06:00,149.0,110.0,0.0,2020-01-24 00:00:00-06:00,2023-12-22 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT1.parquet,12.5545604720043,50.67998537719934,0.983922559930401
54,SCT10,2010-01-29 17:00:00-06:00,2023-12-04 03:00:00-06:00,111.0,87.0,0.0,2020-01-02 11:00:00-06:00,2023-12-04 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT10.parquet,7.080918184970951,143.43246313965838,0.9457772555399214
54,SCT2,1999-12-31 18:00:00-06:00,2023-12-21 03:00:00-06:00,150.0,111.0,0.0,2020-01-28 00:00:00-06:00,2023-12-21 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT2.parquet,12.540667128785538,54.419324514076344,0.988178665083093
54,SCT3,1999-12-31 18:00:00-06:00,2023-12-21 13:00:00-06:00,150.0,108.0,0.0,2020-01-29 00:00:00-06:00,2023-12-21 13:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT3.parquet,12.475193568782268,49.09690785025535,0.9874778690190039
54,SCT4,2001-12-19 02:00:00-06:00,2023-12-22 02:00:00-06:00,101.0,79.0,0.0,2020-01-21 00:00:00-06:00,2023-12-22 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT4.parquet,12.606022932520224,46.54703139129058,0.9494298675781829
54,SCT5,2001-12-26 02:00:00-06:00,2023-12-22 02:00:00-06:00,100.0,83.0,0.0,2020-01-21 06:00:00-06:00,2023-12-22 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT5.parquet,12.236692483002331,33.11327490190185,0.9842837971155296
54,SCT6,2004-12-11 09:00:00-06:00,2023-12-22 02:00:00-06:00,100.0,84.0,0.0,2020-01-22 00:00:00-06:00,2023-12-22 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT6.parquet,12.138187894500202,41.81785545130518,0.9788983490246594
54,SCT7,2004-12-22 05:00:00-06:00,2023-12-22 02:00:00-06:00,98.0,83.0,0.0,2020-01-22 01:00:00-06:00,2023-12-22 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT7.parquet,12.294605505765047,39.46602019660159,0.9770045043496006
54,SCT9,2010-02-02 07:00:00-06:00,2023-12-22 02:00:00-06:00,108.0,87.0,0.0,2020-01-02 10:00:00-06:00,2023-12-22 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/54_SCT9.parquet,7.597975326123868,98.11419445047831,0.9688998863128429
170,4,1997-01-05 06:00:00-06:00,2023-08-28 19:00:00-05:00,574.0,400.0,0.0,2020-02-26 05:00:00-06:00,2023-08-28 19:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/170_4.parquet,9.14492255564795,309.67300372660236,0.9904276996874967
201,2,2003-01-01 02:00:00-06:00,2023-12-13 13:00:00-06:00,191.0,154.0,0.0,2020-01-07 13:00:00-06:00,2023-12-13 13:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/201_2.parquet,6.759317213178004,221.57378098956775,0.8898608656857783
384,82,1996-12-31 18:00:00-06:00,2023-08-31 14:00:00-05:00,337.0,276.0,0.0,2020-06-02 03:00:00-05:00,2023-08-31 14:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/384_82.parquet,8.947362648442942,237.33401173594547,0.9792235939114424
384,71,1996-12-31 18:00:00-06:00,2023-08-31 15:00:00-05:00,935.0,266.0,0.0,2020-01-16 00:00:00-06:00,2023-08-31 15:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/384_71.parquet,9.344431040481576,133.19498677028594,0.9807834795476081
384,72,1996-12-31 18:00:00-06:00,2023-08-31 14:00:00-05:00,531.0,275.0,0.0,2020-01-16 00:00:00-06:00,2023-08-31 14:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/384_72.parquet,9.334439836726313,134.4947557363153,0.9806113847495803
384,81,1996-12-31 18:00:00-06:00,2023-08-31 15:00:00-05:00,308.0,262.0,0.0,2020-06-02 03:00:00-05:00,2023-08-31 15:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/384_81.parquet,8.893052397957605,229.02728480235717,0.9746585125125297
856,2,1996-12-31 18:00:00-06:00,2022-12-31 05:00:00-06:00,284.0,259.0,0.0,2020-01-01 00:00:00-06:00,2022-12-31 05:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/856_2.parquet,10.03476601927867,18.060721819897143,0.962617914720938
856,3,1996-12-31 18:00:00-06:00,2022-12-31 14:00:00-06:00,369.0,334.0,0.0,2020-01-01 18:00:00-06:00,2022-12-31 14:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/856_3.parquet,9.114769372134777,0.0,0.9259466599860282
862,CT01,2001-07-26 11:00:00-05:00,2020-09-26 03:00:00-05:00,286.0,245.0,0.0,2020-02-12 10:00:00-06:00,2020-09-26 03:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/862_CT01.parquet,6.643484805607131,310.4145120590685,-0.06077025914486356
862,CT02,2001-11-02 10:00:00-06:00,2020-12-04 07:00:00-06:00,302.0,258.0,0.0,2020-01-01 17:00:00-06:00,2020-12-04 07:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/862_CT02.parquet,5.720927113599801,500.3004776384928,-0.021102115256295573
876,1,1995-01-04 08:00:00-06:00,2023-12-18 16:00:00-06:00,626.0,575.0,0.0,2020-01-05 19:00:00-06:00,2023-12-14 18:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/876_1.parquet,8.328031805931353,520.2572881585212,0.9691038406959176
876,2,1995-01-02 17:00:00-06:00,2023-12-19 04:00:00-06:00,630.0,575.0,0.0,2020-06-28 20:00:00-05:00,2023-12-15 15:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/876_2.parquet,8.44103435869607,465.77945744538727,0.976237794528263
879,62,1997-01-01 04:00:00-06:00,2023-10-04 19:00:00-05:00,806.0,406.0,0.0,2020-06-14 15:00:00-05:00,2023-10-04 19:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/879_62.parquet,9.130588559518817,447.52725976231574,0.9644091785249125
879,51,1996-12-31 18:00:00-06:00,2023-11-01 19:00:00-05:00,919.0,405.0,0.0,2020-01-18 04:00:00-06:00,2023-11-01 19:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/879_51.parquet,9.287069707033629,428.9067739112999,0.9469623101392335
879,52,1996-12-31 18:00:00-06:00,2023-11-01 17:00:00-05:00,921.0,410.0,0.0,2020-01-19 03:00:00-06:00,2023-11-01 17:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/879_52.parquet,9.168216452614775,457.8868446391631,0.9604710941645775
879,61,1997-01-01 04:00:00-06:00,2023-10-04 20:00:00-05:00,1164.0,409.0,0.0,2020-06-18 05:00:00-05:00,2023-10-04 19:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/879_61.parquet,9.226402597039353,423.11407532335704,0.9504680727972318
883,7,1996-12-31 18:00:00-06:00,2022-05-28 23:00:00-05:00,362.0,343.0,0.0,2020-01-06 00:00:00-06:00,2022-05-28 22:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/883_7.parquet,8.50040107156382,392.37641101739155,0.9828153833781369
883,8,1996-12-31 18:00:00-06:00,2022-05-05 14:00:00-05:00,390.0,367.0,0.0,2020-01-07 17:00:00-06:00,2022-05-05 14:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/883_8.parquet,10.745844563348177,56.88643320911504,0.9762459483107545
884,4,1996-12-31 18:00:00-06:00,2022-06-10 14:00:00-05:00,600.0,524.0,0.0,2020-01-19 00:00:00-06:00,2022-06-10 14:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/884_4.parquet,10.316134004786068,128.98251172121778,0.9926649169234437
887,1,1994-12-31 18:00:00-06:00,2022-08-31 12:00:00-05:00,188.0,182.0,0.0,2020-01-05 20:00:00-06:00,2022-08-31 12:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/887_1.parquet,9.092474484081913,88.81015318973763,0.9740180189537266
887,2,1994-12-31 18:00:00-06:00,2022-08-31 17:00:00-05:00,190.0,183.0,0.0,2020-01-01 00:00:00-06:00,2022-08-30 20:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/887_2.parquet,9.057074021261451,89.42205694467363,0.9765246004226197
887,3,1994-12-31 18:00:00-06:00,2022-08-30 08:00:00-05:00,191.0,182.0,0.0,2020-01-08 00:00:00-06:00,2022-08-30 08:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/887_3.parquet,9.239886661549964,96.2266926305284,0.965939727876519
887,4,1994-12-31 18:00:00-06:00,2022-08-31 06:00:00-05:00,188.0,182.0,0.0,2020-01-01 00:00:00-06:00,2022-08-31 06:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/887_4.parquet,8.987593535707253,126.203991842062,0.9645218213802523
887,5,1994-12-31 18:00:00-06:00,2022-08-30 04:00:00-05:00,193.0,182.0,0.0,2020-01-01 00:00:00-06:00,2022-08-30 04:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/887_5.parquet,9.688317716098808,107.80435040481701,0.9511913578604019
887,6,1994-12-31 18:00:00-06:00,2022-08-29 18:00:00-05:00,200.0,183.0,0.0,2020-01-14 05:00:00-06:00,2022-08-29 18:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/887_6.parquet,9.465290419502919,127.2819167109543,0.9622028330654508
889,1,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,649.0,634.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/889_1.parquet,8.26758148845002,504.7002132955342,0.9917504298573496
889,2,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,651.0,635.0,0.0,2020-01-15 04:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/889_2.parquet,8.622074843620485,546.6709612733961,0.9809051918268187
913,CT04,2005-05-24 05:00:00-05:00,2023-08-24 15:00:00-05:00,207.0,169.0,0.0,2020-06-03 04:00:00-05:00,2023-08-24 15:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/913_CT04.parquet,9.707097100861983,0.0,0.9263012674621115
963,31,1996-12-31 18:00:00-06:00,2020-10-31 04:00:00-05:00,177.0,150.0,0.0,2020-01-01 05:00:00-06:00,2020-10-31 04:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/963_31.parquet,11.94474500719817,7.528602454311022,0.3480824476964359
963,32,1996-12-31 18:00:00-06:00,2020-10-30 17:00:00-05:00,177.0,149.0,0.0,2020-01-07 18:00:00-06:00,2020-10-30 17:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/963_32.parquet,11.695923929960092,0.0,0.4333693068710779
963,33,1996-12-31 18:00:00-06:00,2021-07-02 09:00:00-05:00,218.0,189.0,0.0,2020-11-30 13:00:00-06:00,2021-06-20 12:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/963_33.parquet,10.400178911390327,56.63345641178821,0.8189745702524035
963,4,2009-08-28 12:00:00-05:00,2023-12-31 17:00:00-06:00,241.0,225.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/963_4.parquet,8.28080903202065,203.2938256390985,0.9738056873993282
976,123,2003-06-11 15:00:00-05:00,2023-12-31 17:00:00-06:00,120.0,111.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/976_123.parquet,14.6322956835538,0.0,0.9446612109479121
976,4,1996-12-31 18:00:00-06:00,2020-09-10 06:00:00-05:00,195.0,180.0,0.0,2020-01-01 00:00:00-06:00,2020-09-10 06:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/976_4.parquet,10.399092713255346,182.3085546997497,0.5293883454916827
976,5,2003-07-17 09:00:00-05:00,2023-11-30 02:00:00-06:00,91.0,71.0,0.0,2020-01-03 02:00:00-06:00,2023-11-30 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/976_5.parquet,14.183980981212763,0.0,0.8642796755312211
976,6,2003-07-17 09:00:00-05:00,2023-12-06 07:00:00-06:00,95.0,71.0,0.0,2020-01-03 03:00:00-06:00,2023-12-06 07:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/976_6.parquet,14.365650304948764,0.0,0.8454694156572765
983,1,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,250.0,227.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/983_1.parquet,9.307369637831476,121.7141397988543,0.9656905664093826
983,2,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,268.0,227.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/983_2.parquet,9.187814645564702,133.5458536113581,0.9649075032368926
983,3,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,247.0,227.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/983_3.parquet,9.0590287768556,145.88961485792433,0.9686637552009473
983,4,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,279.0,224.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/983_4.parquet,8.905748498666235,129.83639407811356,0.9740439662681974
983,5,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,250.0,229.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/983_5.parquet,8.901490228560878,134.6624382697258,0.972373254488735
983,6,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,244.0,222.0,0.0,2020-01-03 23:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/983_6.parquet,8.85703236935876,135.8119779885234,0.9756902642763177
990,50,1995-01-02 18:00:00-06:00,2023-12-31 17:00:00-06:00,115.0,105.0,0.0,2020-01-12 18:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/990_50.parquet,9.917586801969351,60.232260513205034,0.980864094903211
990,60,1995-01-02 17:00:00-06:00,2023-12-03 04:00:00-06:00,113.0,105.0,0.0,2020-01-12 16:00:00-06:00,2023-12-01 11:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/990_60.parquet,10.221341877472431,33.52406475781626,0.9889872105319301
990,70,1994-12-31 18:00:00-06:00,2023-12-23 19:00:00-06:00,470.0,439.0,0.0,2020-01-06 01:00:00-06:00,2023-12-23 19:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/990_70.parquet,9.306973894194858,168.52672649860068,0.9930132299833685
990,GT4,1997-01-13 00:00:00-06:00,2023-12-20 13:00:00-06:00,95.0,72.0,0.0,2020-01-22 00:00:00-06:00,2023-12-20 13:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/990_GT4.parquet,11.15083002045808,84.95851225429364,0.901181623839284
990,GT5,1997-01-13 00:00:00-06:00,2023-12-20 13:00:00-06:00,98.0,73.0,0.0,2020-01-22 00:00:00-06:00,2023-12-20 13:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/990_GT5.parquet,11.257577016075235,83.78120884128832,0.8974889004208496
990,GT6,2002-08-20 09:00:00-05:00,2023-11-22 06:00:00-06:00,193.0,161.0,0.0,2020-01-04 23:00:00-06:00,2023-11-22 06:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/990_GT6.parquet,9.836661398549209,0.0,0.9302366374428186
991,GT1,2018-03-08 06:00:00-06:00,2023-12-31 17:00:00-06:00,379.0,345.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/991_GT1.parquet,5.913261914739611,153.2341976395921,0.9694784400737098
991,GT2,2018-03-08 09:00:00-06:00,2023-12-31 17:00:00-06:00,375.0,346.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/991_GT2.parquet,5.895364468960718,147.9014558883776,0.9591400032166182
994,1,1994-12-31 18:00:00-06:00,2021-05-31 10:00:00-05:00,292.0,248.0,0.0,2020-01-18 12:00:00-06:00,2021-05-31 10:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/994_1.parquet,9.978692951408242,207.4552851182563,0.9853399371031879
994,2,1994-12-31 18:00:00-06:00,2023-05-25 00:00:00-05:00,483.0,446.0,0.0,2020-01-01 00:00:00-06:00,2023-05-25 00:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/994_2.parquet,9.549640556678288,471.16620937309546,0.7252606554464571
994,3,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,600.0,561.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/994_3.parquet,7.991526570335415,406.74174964708317,0.950018388411703
994,4,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,587.0,554.0,0.0,2020-01-12 11:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/994_4.parquet,9.113619510074646,238.0588188229277,0.9917883738758795
997,12,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,1387.0,450.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/997_12.parquet,8.913973215959087,276.97826685097914,0.9186596545187313
1001,1,1994-12-31 18:00:00-06:00,2023-12-30 15:00:00-06:00,552.0,514.0,0.0,2020-01-01 00:00:00-06:00,2023-12-30 15:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/1001_1.parquet,9.207961593103015,123.55367789663204,0.9689827924935482
1001,2,1994-12-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,564.0,519.0,0.0,2020-01-16 04:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/1001_2.parquet,8.562552981800843,295.8290470467971,0.9751527521317365
