1,2,3,4,5,6,7,8,9,10,11,12,unit_id,name
0.20859930566438017,0.21950980946529913,0.3019719335497907,0.3739034706849391,0.374101665615033,0.2928284049060672,0.1945379556424649,0.14020507990022854,0.15673559766028689,0.1591901455304463,0.14690249658516086,0.15646615713897663,1,CEDARFAL CEDARF_A_UNIT
0.013930052820847808,0.014331888834491196,0.014971664718776794,0.005812991038463894,0.0,0.0,0.0,0.0024263882798504534,0.00693124557758546,0.008373421674155983,0.011097482990731891,0.013460221774208485,IT,CEDARFAL CEDARF_A_UNIT
0.1766989741327873,0.18112993074843492,0.25068521025357104,0.45753934584397943,0.5773649512324615,0.5209703093475418,0.3789944845681593,0.2840907787536724,0.23219119590604592,0.21285159597660913,0.16007151784279988,0.13370891984470462,1,OSAGE    1
0.28863621645591087,0.29153504629434507,0.3102763647746165,0.31378320356804545,0.3033169466662557,0.28377782626674397,0.2666281018614668,0.25859071788933924,0.26813154545227386,0.27057013669789887,0.27150347165727556,0.276701443281149,97,OSAGE    1
0.20520674115228685,0.2207806584429856,0.3537122979671904,0.5313705424483455,0.5821971803321979,0.4563137879352306,0.2729334106792984,0.16463279187148672,0.16348866958439,0.15840845661404768,0.12069695129586563,0.12158144447404112,2,OSAGE    2
0.3599499440422454,0.36335865654734884,0.36735664444205995,0.28262589519652837,0.21042342164841354,0.19914598955838186,0.23002825314464975,0.2570100363442655,0.29754661217634565,0.31058621100796646,0.33558769980233916,0.35682898391354856,18,OSAGE    2
0.15029323365012062,0.15562584909633642,0.23067907635681914,0.43699170727909625,0.5524615708243524,0.4902043393074986,0.3438319989629697,0.24709760847417062,0.1987041991459726,0.18030996821554235,0.1282593195912605,0.10379143527646686,3,OSAGE    3
0.17408313760414695,0.18643631790553059,0.29172303331445315,0.4318813337264991,0.4716847971225122,0.3719345148206598,0.22691422517546456,0.14132200205301862,0.1406651313581107,0.1367224866578311,0.10701420502138573,0.10784512395063814,4,OSAGE    4
0.2030994197501531,0.21561805841523174,0.3356937346836,0.5436259341249597,0.6283823377277049,0.5186201245922751,0.33379861318092746,0.22004044604535994,0.19763213305102378,0.1860928176874699,0.13825883866527522,0.12788082764580272,5,OSAGE    5
0.18558600472705195,0.1941643773778832,0.2874258246200282,0.48399173977383847,0.5785258532048007,0.49619129503077886,0.33847231082746065,0.23834506242415282,0.20514581107546037,0.1910473352024326,0.1437201559341885,0.12740043926752015,6,OSAGE    6
0.08822951457490587,0.08811427526533554,0.08753087081801915,0.08818757882564147,0.08914030144798343,0.08981223842418443,0.0900366195861726,0.09002970419597822,0.08938774090563427,0.08919965800092584,0.08894837946551046,0.08860618759539864,94,OSAGE    6
0.1906694469524537,0.19782973718758334,0.2765047041855389,0.4446669959860706,0.5263311027251907,0.4570686397991193,0.3230719615722747,0.23781942897272354,0.20875865083849085,0.1965224991309727,0.15591848723150897,0.14160008801909313,7,OSAGE    7
0.2639754067363061,0.27000878909616965,0.31903111285881575,0.3756620108794388,0.3871323345972291,0.339970236631986,0.27593405756728545,0.23897814584852092,0.24255847489295537,0.2419864078874591,0.2306574566996325,0.2330764299878555,36,OSAGE    7
0.3138361291679727,0.30760582712379464,0.29153022024065767,0.4032097884849473,0.5060663061726857,0.5323647760860829,0.5007316241063167,0.4691236778445883,0.40928245452737005,0.3903933667299716,0.35631524115395596,0.32484478537864714,1,OSAGE    8
0.20677405162732176,0.2229795549449387,0.36023481797959556,0.5398408879187495,0.5891851363088865,0.4588887809330733,0.27109178996689737,0.1605546370185673,0.16109864850150685,0.1564142283558268,0.1185876120800251,0.12040306209627291,8,OSAGE    8
0.6465183835015172,0.6245475230665195,0.5060000054765859,0.5951546580872129,0.7524948782999568,0.8853487343890847,0.9488390501960524,0.9623019404668148,0.8518034933389144,0.8200716506426892,0.7818625253102142,0.7227602635565588,12,OSAGE    8
0.16485025525129382,0.16483397036986455,0.1653182868838302,0.16820264469859278,0.17021901874618706,0.16994643937588175,0.16837434714251065,0.16722875108145446,0.1662169567214385,0.16587079995811846,0.16508429477692743,0.16456062686963951,39,OSAGE    8
0.10331382378229753,0.10342148748079526,0.1241445597216746,0.2229172228589933,0.2890217110623454,0.27530886797431053,0.21800003524951614,0.1772552756007437,0.14506247869554983,0.1338604382683371,0.10735790603195139,0.09075535321659103,41,OSAGE    8
0.10590957211441014,0.10847579588523405,0.13145531673953864,0.1660263629789065,0.17797207768814718,0.15653198302826157,0.12327185764078472,0.10325446024466545,0.10131816945665396,0.09987465945742752,0.09223563542022287,0.0914794637455721,42,OSAGE    8
0.40653549323008575,0.4237807250755479,0.5316135277748192,0.5344490870776466,0.46003346540417833,0.3461679908092823,0.254500421817921,0.21407725070921263,0.2767838772684438,0.2933548407090347,0.30375690880860007,0.3377491782785148,43,OSAGE    8
0.28231973007300537,0.2835737230404038,0.2944011216572001,0.30931623330263786,0.3138201155079014,0.303603787704485,0.28848760182775535,0.2795171326359852,0.27922364530104066,0.27874472712627174,0.27554406097776274,0.2755113675599948,44,OSAGE    8
0.3629445496990425,0.354504031907739,0.30961032789153636,0.3470551541972573,0.409653637355874,0.46027136535915686,0.48282712092695257,0.4866893478002179,0.4431853050064553,0.4306292276694384,0.4150911063873407,0.39184196282390926,45,OSAGE    8
0.03334330560122843,0.03391152100839388,0.036999570050911534,0.03480291192320754,0.030807272142936222,0.027357014061628576,0.025652344643126688,0.0252594384060814,0.02808118348037969,0.028889352148251984,0.02984818015085568,0.03135812357023057,46,OSAGE    8
